year,day, t_mean, t_max, t_min, I, nee
2.013e+03,1.230e+02,1.055e+01,1.649e+01,1.790e+00,2.768e+01,nan
2.013e+03,1.240e+02,1.041e+01,1.444e+01,6.710e+00,1.449e+01,2.055e+00
2.013e+03,1.250e+02,1.188e+01,1.669e+01,5.890e+00,1.596e+01,1.984e+00
2.013e+03,1.260e+02,1.292e+01,1.843e+01,5.990e+00,2.556e+01,nan
2.013e+03,1.270e+02,1.318e+01,1.992e+01,4.150e+00,2.855e+01,nan
2.013e+03,1.280e+02,1.172e+01,1.382e+01,8.350e+00,1.056e+01,2.147e+00
2.013e+03,1.290e+02,8.920e+00,1.183e+01,5.380e+00,1.688e+01,1.491e+00
2.013e+03,1.300e+02,1.105e+01,1.516e+01,7.220e+00,1.848e+01,1.652e+00
2.013e+03,1.310e+02,8.678e+00,1.270e+01,5.530e+00,1.528e+01,nan
2.013e+03,1.320e+02,8.987e+00,1.188e+01,5.320e+00,1.550e+01,1.553e+00
2.013e+03,1.330e+02,1.027e+01,1.290e+01,6.860e+00,1.984e+01,1.135e+00
2.013e+03,1.340e+02,7.685e+00,9.270e+00,6.300e+00,9.353e+00,6.056e-01
2.013e+03,1.350e+02,7.668e+00,1.254e+01,4.970e+00,1.238e+01,8.925e-01
2.013e+03,1.360e+02,8.297e+00,1.321e+01,-1.000e-01,2.127e+01,6.826e-01
2.013e+03,1.370e+02,8.161e+00,1.142e+01,1.890e+00,1.385e+01,nan
2.013e+03,1.380e+02,1.077e+01,1.469e+01,5.580e+00,1.707e+01,nan
2.013e+03,1.390e+02,1.285e+01,1.731e+01,8.240e+00,2.025e+01,nan
2.013e+03,1.400e+02,1.321e+01,1.684e+01,9.270e+00,8.047e+00,2.831e+00
2.013e+03,1.410e+02,1.302e+01,1.475e+01,1.091e+01,9.284e+00,nan
2.013e+03,1.420e+02,1.094e+01,1.398e+01,7.480e+00,1.428e+01,-4.838e-01
2.013e+03,1.430e+02,6.498e+00,9.110e+00,4.200e+00,1.915e+01,nan
2.013e+03,1.440e+02,5.765e+00,7.940e+00,3.580e+00,7.662e+00,nan
2.013e+03,1.450e+02,9.044e+00,1.393e+01,4.970e+00,2.712e+01,-4.406e+00
2.013e+03,1.460e+02,1.149e+01,1.746e+01,5.530e+00,2.849e+01,-5.024e+00
2.013e+03,1.470e+02,1.043e+01,1.449e+01,2.920e+00,3.063e+01,-3.283e+00
2.013e+03,1.480e+02,8.884e+00,1.019e+01,7.270e+00,4.970e+00,-4.568e+00
2.013e+03,1.490e+02,9.347e+00,1.244e+01,4.040e+00,1.295e+01,-5.288e+00
2.013e+03,1.500e+02,1.216e+01,1.449e+01,1.060e+01,1.008e+01,-5.846e+00
2.013e+03,1.510e+02,1.474e+01,2.002e+01,1.009e+01,2.366e+01,nan
2.013e+03,1.520e+02,1.295e+01,1.695e+01,9.370e+00,3.121e+01,-6.472e+00
2.013e+03,1.530e+02,1.240e+01,1.638e+01,7.630e+00,2.746e+01,-7.795e+00
2.013e+03,1.540e+02,1.221e+01,1.736e+01,4.860e+00,2.956e+01,nan
2.013e+03,1.550e+02,1.304e+01,1.925e+01,5.430e+00,3.188e+01,-3.697e+00
2.013e+03,1.560e+02,1.329e+01,1.956e+01,7.880e+00,2.982e+01,3.230e+00
2.013e+03,1.570e+02,1.418e+01,2.079e+01,7.680e+00,3.072e+01,-1.991e+00
2.013e+03,1.580e+02,1.391e+01,1.946e+01,9.570e+00,1.877e+01,-6.669e+00
2.013e+03,1.590e+02,1.264e+01,1.679e+01,7.940e+00,3.197e+01,-8.537e+00
2.013e+03,1.600e+02,1.141e+01,1.413e+01,8.910e+00,1.930e+01,-9.413e+00
2.013e+03,1.610e+02,1.059e+01,1.408e+01,7.010e+00,1.301e+01,-5.872e+00
2.013e+03,1.620e+02,1.190e+01,1.495e+01,7.120e+00,1.005e+01,nan
2.013e+03,1.630e+02,1.377e+01,1.551e+01,1.219e+01,6.224e+00,-7.124e+00
2.013e+03,1.640e+02,1.323e+01,1.587e+01,9.880e+00,1.173e+01,-1.461e+00
2.013e+03,1.650e+02,1.216e+01,1.613e+01,7.480e+00,1.980e+01,-6.982e+00
2.013e+03,1.660e+02,1.236e+01,1.500e+01,9.220e+00,2.076e+01,-8.282e+00
2.013e+03,1.670e+02,1.263e+01,1.536e+01,1.039e+01,1.597e+01,-9.715e+00
2.013e+03,1.680e+02,1.518e+01,1.915e+01,1.111e+01,1.538e+01,-1.117e+01
2.013e+03,1.690e+02,1.616e+01,1.971e+01,1.260e+01,1.354e+01,nan
2.013e+03,1.700e+02,1.862e+01,2.355e+01,1.316e+01,1.949e+01,-1.086e+01
2.013e+03,1.710e+02,1.646e+01,1.802e+01,1.254e+01,7.450e+00,-1.080e+01
2.013e+03,1.720e+02,1.507e+01,1.935e+01,1.167e+01,1.575e+01,nan
2.013e+03,1.730e+02,1.307e+01,1.608e+01,1.085e+01,1.563e+01,nan
2.013e+03,1.740e+02,1.349e+01,1.485e+01,1.188e+01,1.217e+01,nan
2.013e+03,1.750e+02,1.258e+01,1.556e+01,9.160e+00,1.579e+01,nan
2.013e+03,1.760e+02,1.333e+01,1.818e+01,6.450e+00,2.377e+01,nan
2.013e+03,1.770e+02,1.452e+01,1.930e+01,7.120e+00,2.003e+01,nan
2.013e+03,1.780e+02,1.365e+01,1.833e+01,1.065e+01,1.908e+01,nan
2.013e+03,1.790e+02,1.570e+01,2.084e+01,1.178e+01,1.056e+01,nan
2.013e+03,1.800e+02,1.621e+01,2.063e+01,1.306e+01,2.728e+01,-1.229e+01
2.013e+03,1.810e+02,1.761e+01,2.248e+01,1.270e+01,3.042e+01,-1.121e+01
2.013e+03,1.820e+02,1.481e+01,1.823e+01,1.111e+01,2.366e+01,-1.321e+01
2.013e+03,1.830e+02,1.267e+01,1.546e+01,8.650e+00,9.996e+00,-5.886e+00
2.013e+03,1.840e+02,1.526e+01,1.848e+01,1.203e+01,1.432e+01,-9.290e+00
2.013e+03,1.850e+02,1.597e+01,2.130e+01,1.039e+01,1.369e+01,-8.673e+00
2.013e+03,1.860e+02,1.655e+01,2.365e+01,8.910e+00,2.859e+01,nan
2.013e+03,1.870e+02,1.794e+01,2.514e+01,8.400e+00,2.862e+01,nan
2.013e+03,1.880e+02,2.054e+01,2.708e+01,1.239e+01,3.022e+01,-5.841e+00
2.013e+03,1.890e+02,1.988e+01,2.540e+01,1.393e+01,3.044e+01,nan
2.013e+03,1.900e+02,1.881e+01,2.504e+01,1.249e+01,3.076e+01,-8.250e+00
2.013e+03,1.910e+02,1.730e+01,2.273e+01,1.096e+01,2.759e+01,-8.635e+00
2.013e+03,1.920e+02,1.516e+01,2.120e+01,9.160e+00,3.041e+01,-1.027e+01
2.013e+03,1.930e+02,1.633e+01,2.314e+01,1.034e+01,2.654e+01,nan
2.013e+03,1.940e+02,2.066e+01,2.898e+01,1.198e+01,2.802e+01,nan
2.013e+03,1.950e+02,2.164e+01,2.744e+01,1.413e+01,2.592e+01,nan
2.013e+03,1.960e+02,2.164e+01,2.760e+01,1.572e+01,2.908e+01,-8.022e+00
2.013e+03,1.970e+02,2.107e+01,2.729e+01,1.347e+01,2.460e+01,nan
2.013e+03,1.980e+02,2.143e+01,2.821e+01,1.352e+01,2.537e+01,nan
2.013e+03,1.990e+02,2.150e+01,2.698e+01,1.469e+01,2.844e+01,-8.223e+00
2.013e+03,2.000e+02,2.029e+01,2.601e+01,1.326e+01,3.011e+01,-6.723e+00
2.013e+03,2.010e+02,1.862e+01,2.253e+01,1.516e+01,2.096e+01,-8.623e+00
2.013e+03,2.020e+02,1.966e+01,2.606e+01,1.413e+01,2.185e+01,-8.403e+00
2.013e+03,2.030e+02,2.227e+01,2.918e+01,1.669e+01,2.420e+01,nan
2.013e+03,2.040e+02,1.972e+01,2.534e+01,1.521e+01,1.890e+01,-7.549e+00
2.013e+03,2.050e+02,1.787e+01,2.304e+01,1.311e+01,2.420e+01,-9.920e+00
2.013e+03,2.060e+02,1.788e+01,2.176e+01,1.290e+01,2.069e+01,nan
2.013e+03,2.070e+02,1.754e+01,2.340e+01,1.014e+01,2.216e+01,nan
2.013e+03,2.080e+02,1.685e+01,2.545e+01,9.830e+00,1.729e+01,-5.450e+00
2.013e+03,2.090e+02,1.744e+01,2.079e+01,1.367e+01,2.093e+01,-7.153e+00
2.013e+03,2.100e+02,1.748e+01,2.033e+01,1.521e+01,2.457e+01,-5.292e+00
2.013e+03,2.110e+02,1.651e+01,1.961e+01,1.459e+01,6.953e+00,-3.810e-01
2.013e+03,2.120e+02,1.765e+01,2.094e+01,1.423e+01,1.143e+01,nan
2.013e+03,2.130e+02,2.254e+01,3.031e+01,1.526e+01,2.678e+01,-5.272e+00
2.013e+03,2.140e+02,1.807e+01,2.196e+01,1.521e+01,1.759e+01,-4.719e+00
2.013e+03,2.150e+02,1.703e+01,2.074e+01,1.413e+01,2.334e+01,-6.032e+00
2.013e+03,2.160e+02,1.712e+01,2.038e+01,1.367e+01,1.840e+01,-8.874e+00
2.013e+03,2.170e+02,1.670e+01,1.971e+01,1.388e+01,1.006e+01,nan
2.013e+03,2.180e+02,1.588e+01,2.145e+01,9.980e+00,2.445e+01,nan
2.013e+03,2.190e+02,1.594e+01,2.074e+01,1.111e+01,1.618e+01,-9.796e+00
2.013e+03,2.200e+02,1.595e+01,2.166e+01,8.190e+00,2.161e+01,-9.594e+00
2.013e+03,2.210e+02,1.782e+01,2.150e+01,1.423e+01,2.121e+01,-8.605e+00
2.013e+03,2.220e+02,1.550e+01,1.981e+01,9.570e+00,1.636e+01,-1.109e+01
2.013e+03,2.230e+02,1.690e+01,2.038e+01,1.280e+01,1.999e+01,-9.640e+00
2.013e+03,2.240e+02,1.505e+01,1.925e+01,1.111e+01,1.669e+01,-1.087e+01
2.013e+03,2.250e+02,1.441e+01,1.859e+01,8.960e+00,1.577e+01,nan
2.013e+03,2.260e+02,1.496e+01,1.951e+01,9.220e+00,1.488e+01,nan
2.013e+03,2.270e+02,1.814e+01,2.120e+01,1.536e+01,1.499e+01,nan
2.013e+03,2.280e+02,1.719e+01,2.048e+01,1.423e+01,9.621e+00,-5.903e+00
2.013e+03,2.290e+02,1.498e+01,1.787e+01,1.137e+01,9.587e+00,-5.618e+00
2.013e+03,2.300e+02,1.694e+01,2.017e+01,1.418e+01,1.549e+01,-9.602e+00
2.013e+03,2.310e+02,1.587e+01,2.053e+01,1.111e+01,1.908e+01,nan
2.013e+03,2.320e+02,1.527e+01,2.104e+01,8.700e+00,1.683e+01,nan
2.013e+03,2.330e+02,1.664e+01,2.345e+01,8.700e+00,2.204e+01,nan
2.013e+03,2.340e+02,1.818e+01,2.237e+01,1.480e+01,1.793e+01,-7.269e+00
2.013e+03,2.350e+02,1.931e+01,2.478e+01,1.403e+01,1.589e+01,nan
2.013e+03,2.360e+02,1.613e+01,1.777e+01,1.398e+01,4.158e+00,-9.736e-01
2.013e+03,2.370e+02,1.643e+01,2.237e+01,1.193e+01,1.261e+01,-6.002e+00
2.013e+03,2.380e+02,1.824e+01,2.417e+01,1.285e+01,1.874e+01,nan
2.013e+03,2.390e+02,1.513e+01,2.176e+01,9.060e+00,2.242e+01,nan
2.013e+03,2.400e+02,1.598e+01,2.258e+01,1.029e+01,2.174e+01,-7.846e+00
2.013e+03,2.410e+02,1.664e+01,2.156e+01,1.132e+01,1.711e+01,nan
2.013e+03,2.420e+02,1.754e+01,2.268e+01,1.306e+01,1.610e+01,-7.071e+00
2.013e+03,2.430e+02,1.533e+01,1.879e+01,1.019e+01,2.308e+01,-7.278e+00
2.013e+03,2.440e+02,1.346e+01,1.940e+01,5.990e+00,1.587e+01,nan
2.013e+03,2.450e+02,1.685e+01,2.350e+01,9.780e+00,2.127e+01,-7.691e+00
2.013e+03,2.460e+02,1.687e+01,2.350e+01,1.075e+01,1.359e+01,nan
2.013e+03,2.470e+02,1.692e+01,2.540e+01,8.400e+00,2.121e+01,nan
2.013e+03,2.480e+02,1.836e+01,2.683e+01,9.830e+00,1.952e+01,nan
2.013e+03,2.490e+02,1.346e+01,1.654e+01,1.075e+01,8.255e+00,nan
2.013e+03,2.500e+02,1.155e+01,1.618e+01,8.600e+00,1.623e+01,nan
2.013e+03,2.510e+02,1.055e+01,1.428e+01,6.760e+00,1.332e+01,nan
2.013e+03,2.520e+02,1.099e+01,1.587e+01,7.120e+00,9.132e+00,nan
2.013e+03,2.530e+02,1.262e+01,1.577e+01,8.700e+00,1.279e+01,-7.570e+00
2.013e+03,2.540e+02,1.299e+01,1.567e+01,1.101e+01,1.003e+01,-6.265e+00
2.013e+03,2.550e+02,1.437e+01,1.853e+01,1.157e+01,9.422e+00,-3.159e+00
2.013e+03,2.560e+02,1.651e+01,1.915e+01,1.213e+01,5.876e+00,1.372e+00
2.013e+03,2.570e+02,1.041e+01,1.265e+01,8.190e+00,8.083e+00,-5.547e+00
2.013e+03,2.580e+02,1.047e+01,1.536e+01,3.230e+00,5.923e+00,-2.763e+00
2.013e+03,2.590e+02,1.005e+01,1.367e+01,7.320e+00,1.580e+01,-7.754e+00
2.013e+03,2.600e+02,1.119e+01,1.567e+01,6.860e+00,4.194e+00,-1.193e+00
2.013e+03,2.610e+02,1.166e+01,1.418e+01,8.350e+00,1.092e+01,-4.890e+00
2.013e+03,2.620e+02,1.148e+01,1.623e+01,5.990e+00,6.051e+00,-2.385e+00
2.013e+03,2.630e+02,1.239e+01,1.736e+01,8.140e+00,1.554e+01,nan
2.013e+03,2.640e+02,1.329e+01,1.679e+01,7.220e+00,5.533e+00,-4.100e+00
2.013e+03,2.650e+02,1.693e+01,1.859e+01,1.393e+01,4.805e+00,-1.887e+00
2.013e+03,2.660e+02,1.531e+01,1.981e+01,1.101e+01,8.090e+00,nan
2.013e+03,2.670e+02,1.339e+01,2.058e+01,7.990e+00,1.143e+01,nan
2.013e+03,2.680e+02,1.504e+01,2.099e+01,0.000e+00,1.013e+01,nan
2.013e+03,2.690e+02,1.419e+01,1.638e+01,1.116e+01,6.675e+00,-1.115e+00
2.013e+03,2.700e+02,1.248e+01,1.633e+01,9.060e+00,1.072e+01,-5.424e+00
2.013e+03,2.710e+02,1.390e+01,1.787e+01,1.085e+01,6.999e+00,-2.344e+00
2.013e+03,2.720e+02,1.390e+01,1.700e+01,1.188e+01,1.016e+01,-4.096e+00
2.013e+03,2.730e+02,1.405e+01,1.700e+01,1.178e+01,5.216e+00,-1.650e+00
2.013e+03,2.740e+02,1.309e+01,1.505e+01,9.830e+00,2.681e+00,5.465e-03
2.013e+03,2.750e+02,1.570e+01,1.925e+01,1.352e+01,8.704e+00,-2.445e+00
2.013e+03,2.760e+02,1.603e+01,1.828e+01,1.239e+01,3.492e+00,1.271e+00
2.013e+03,2.770e+02,1.651e+01,1.853e+01,1.393e+01,8.018e+00,-1.065e+00
2.013e+03,2.780e+02,1.452e+01,1.792e+01,1.014e+01,5.831e+00,nan
2.013e+03,2.790e+02,1.185e+01,1.792e+01,5.580e+00,1.214e+01,nan
2.013e+03,2.800e+02,1.404e+01,1.777e+01,9.830e+00,7.525e+00,-1.625e+00
2.013e+03,2.810e+02,1.549e+01,1.848e+01,1.224e+01,9.622e+00,-2.433e+00
2.013e+03,2.820e+02,1.225e+01,1.551e+01,7.420e+00,6.294e+00,-1.538e+00
2.013e+03,2.830e+02,8.210e+00,1.055e+01,6.350e+00,1.217e+01,-4.280e+00
2.013e+03,2.840e+02,1.053e+01,1.254e+01,7.170e+00,5.505e+00,-1.041e+00
2.013e+03,2.850e+02,9.917e+00,1.321e+01,5.480e+00,9.712e+00,nan
2.013e+03,2.860e+02,9.147e+00,1.065e+01,7.270e+00,1.381e+00,nan
2.013e+03,2.870e+02,8.306e+00,1.039e+01,6.140e+00,5.098e+00,nan
2.013e+03,2.880e+02,8.669e+00,1.213e+01,4.250e+00,1.003e+01,nan
2.013e+03,2.890e+02,9.593e+00,1.603e+01,2.410e+00,4.543e+00,1.429e-01
2.013e+03,2.900e+02,1.399e+01,1.731e+01,1.198e+01,9.088e+00,-2.708e+00
2.013e+03,2.910e+02,1.358e+01,1.623e+01,1.096e+01,4.777e+00,nan
2.013e+03,2.920e+02,1.445e+01,1.679e+01,1.208e+01,3.822e+00,2.478e+00
2.013e+03,2.930e+02,1.358e+01,1.536e+01,1.106e+01,4.755e+00,3.333e+00
2.013e+03,2.940e+02,1.525e+01,1.705e+01,1.352e+01,1.880e+00,7.605e+00
2.013e+03,2.950e+02,1.515e+01,1.684e+01,1.172e+01,2.829e+00,6.310e+00
2.013e+03,2.960e+02,1.286e+01,1.536e+01,6.860e+00,5.765e+00,1.280e+00
2.013e+03,2.970e+02,9.950e+00,1.510e+01,3.230e+00,7.390e+00,nan
2.013e+03,2.980e+02,1.517e+01,1.679e+01,1.347e+01,4.810e+00,2.339e+00
2.013e+03,2.990e+02,1.465e+01,1.541e+01,1.290e+01,2.396e+00,4.646e+00
2.013e+03,3.000e+02,1.279e+01,1.480e+01,1.070e+01,6.237e+00,1.990e+00
2.013e+03,3.010e+02,1.219e+01,1.556e+01,8.700e+00,8.657e+00,nan
2.013e+03,3.020e+02,8.510e+00,1.188e+01,5.890e+00,9.651e+00,nan
2.013e+03,3.030e+02,8.610e+00,1.311e+01,2.100e+00,6.560e+00,nan
2.013e+03,3.040e+02,1.176e+01,1.254e+01,1.024e+01,2.542e+00,3.354e+00
2.013e+03,3.050e+02,1.161e+01,1.316e+01,1.034e+01,3.197e+00,2.379e+00
2.013e+03,3.060e+02,1.040e+01,1.372e+01,7.070e+00,5.082e+00,1.209e+00
2.013e+03,3.070e+02,8.279e+00,1.050e+01,6.600e+00,5.807e+00,6.726e-01
2.013e+03,3.080e+02,7.105e+00,1.224e+01,3.580e+00,8.194e+00,nan
2.013e+03,3.090e+02,8.254e+00,1.137e+01,2.870e+00,3.710e+00,nan
2.013e+03,3.100e+02,1.196e+01,1.536e+01,8.760e+00,3.414e+00,1.471e+00
2.013e+03,3.110e+02,9.781e+00,1.418e+01,7.120e+00,3.661e+00,1.514e+00
2.013e+03,3.120e+02,6.290e+00,9.570e+00,4.350e+00,2.111e+00,1.832e+00
2.013e+03,3.130e+02,4.614e+00,6.500e+00,2.710e+00,2.019e+00,nan
2.013e+03,3.140e+02,4.969e+00,8.860e+00,6.100e-01,7.520e+00,-3.648e-01
2.013e+03,3.150e+02,9.030e+00,1.275e+01,2.600e-01,1.325e+00,3.634e+00
2.013e+03,3.160e+02,9.613e+00,1.275e+01,3.530e+00,4.565e+00,1.137e+00
2.013e+03,3.170e+02,4.699e+00,1.004e+01,-1.130e+00,6.536e+00,nan
2.013e+03,3.180e+02,7.286e+00,8.960e+00,3.940e+00,4.905e+00,3.479e-01
2.013e+03,3.190e+02,4.433e+00,8.760e+00,9.200e-01,6.398e+00,-9.983e-01
2.013e+03,3.200e+02,3.710e+00,9.270e+00,-1.840e+00,4.929e+00,nan
2.013e+03,3.210e+02,7.335e+00,8.450e+00,6.250e+00,1.340e+00,nan
2.013e+03,3.220e+02,7.344e+00,9.780e+00,5.220e+00,2.545e+00,nan
2.013e+03,3.230e+02,2.819e+00,5.120e+00,-8.700e-01,5.942e+00,8.688e-01
2.013e+03,3.240e+02,2.832e+00,7.170e+00,-2.200e+00,1.936e+00,nan
2.013e+03,3.250e+02,4.519e+00,7.120e+00,2.710e+00,1.940e+00,nan
2.013e+03,3.260e+02,3.479e+00,7.010e+00,8.700e-01,3.896e+00,nan
2.013e+03,3.270e+02,3.977e+00,6.660e+00,1.540e+00,5.151e+00,nan
2.013e+03,3.280e+02,5.161e+00,7.270e+00,3.530e+00,2.105e+00,nan
2.013e+03,3.290e+02,4.575e+00,6.140e+00,3.330e+00,2.862e+00,nan
2.013e+03,3.300e+02,3.646e+00,6.250e+00,-4.100e-01,5.237e+00,nan
2.013e+03,3.310e+02,7.223e+00,9.270e+00,4.610e+00,1.915e+00,nan
2.013e+03,3.320e+02,7.960e+00,8.760e+00,7.010e+00,9.786e-01,nan
2.013e+03,3.330e+02,7.721e+00,9.220e+00,6.350e+00,1.934e+00,nan
2.013e+03,3.340e+02,5.444e+00,7.270e+00,2.050e+00,2.355e+00,1.237e+00
2.013e+03,3.350e+02,4.627e+00,8.350e+00,0.000e+00,1.472e+00,nan
2.013e+03,3.360e+02,6.637e+00,8.550e+00,4.920e+00,2.092e+00,nan
2.013e+03,3.370e+02,4.932e+00,5.630e+00,3.890e+00,7.663e-01,2.317e+00
2.013e+03,3.380e+02,4.951e+00,7.830e+00,-7.700e-01,1.636e+00,nan
2.013e+03,3.390e+02,4.881e+00,9.880e+00,-1.840e+00,2.490e+00,2.935e+00
2.013e+03,3.400e+02,5.249e+00,7.990e+00,2.000e+00,4.553e+00,nan
2.013e+03,3.410e+02,6.750e+00,8.500e+00,4.660e+00,1.599e+00,1.812e+00
2.013e+03,3.420e+02,7.389e+00,1.065e+01,4.250e+00,2.547e+00,9.378e-01
2.013e+03,3.430e+02,6.617e+00,1.091e+01,6.100e-01,4.142e+00,1.759e+00
2.013e+03,3.440e+02,2.277e+00,8.350e+00,-2.360e+00,2.453e+00,nan
2.013e+03,3.450e+02,1.166e+00,3.740e+00,-1.080e+00,2.642e+00,nan
2.013e+03,3.460e+02,5.392e+00,9.060e+00,-1.280e+00,1.778e+00,2.941e+00
2.013e+03,3.470e+02,9.519e+00,1.101e+01,7.010e+00,1.242e+00,3.547e+00
2.013e+03,3.480e+02,7.615e+00,1.080e+01,3.020e+00,2.330e+00,1.981e+00
2.013e+03,3.490e+02,1.056e+01,1.183e+01,7.480e+00,6.389e-01,4.499e+00
2.013e+03,3.500e+02,1.042e+01,1.193e+01,6.550e+00,6.960e-01,3.623e+00
2.013e+03,3.510e+02,4.576e+00,6.200e+00,3.430e+00,1.641e+00,2.085e+00
2.013e+03,3.520e+02,7.520e+00,9.630e+00,4.200e+00,1.350e+00,3.800e+00
2.013e+03,3.530e+02,5.745e+00,9.060e+00,2.200e+00,3.819e+00,1.689e+00
2.013e+03,3.540e+02,6.305e+00,1.004e+01,1.590e+00,3.785e+00,1.810e+00
2.013e+03,3.550e+02,1.013e+01,1.137e+01,8.760e+00,4.861e-01,3.154e+00
2.013e+03,3.560e+02,7.728e+00,9.730e+00,4.510e+00,3.641e+00,1.950e+00
2.013e+03,3.570e+02,8.587e+00,1.075e+01,4.710e+00,2.975e-01,4.562e+00
2.013e+03,3.580e+02,7.461e+00,1.075e+01,4.200e+00,1.782e+00,2.587e+00
2.013e+03,3.590e+02,3.680e+00,5.580e+00,2.820e+00,1.815e+00,nan
2.013e+03,3.600e+02,2.824e+00,7.730e+00,-1.080e+00,3.186e+00,nan
2.013e+03,3.610e+02,8.689e+00,1.070e+01,6.810e+00,1.410e+00,1.964e+00
2.013e+03,3.620e+02,5.024e+00,7.730e+00,1.080e+00,3.379e+00,nan
2.013e+03,3.630e+02,3.688e+00,7.940e+00,5.000e-02,4.244e+00,nan
2.013e+03,3.640e+02,7.981e+00,9.570e+00,4.920e+00,1.948e+00,2.600e+00
2.013e+03,3.650e+02,7.457e+00,1.004e+01,3.940e+00,6.870e-01,3.778e+00
